reviewerName,reviewText,isLocalGuide,reviews,photos,rating,timeReviewed,likes,responseTime,responseText
Jacob Jewett,"My wife and I were looking for a suv that would drive well in the snow. We had a few cars in mind, and when a sales associate said he had a Gran Vitara I asked if it was AWD or rear wheel since I had read up on it. He said that it was front wheel drive and when I questioned him he went out and said he ""checked"" and that it was FWD. We bought the car only to find out it was rear wheel drive. I brought it back within the 3 days that they ""claim"" is no hassle. When I asked to return it because it wasn't what I was looking for the representative said ""Too bad"" and that it was our car, and we could trade it in that day only. I said that there wasn't anything in the inventory that I wanted at the time that fit our criteria. I said that the sales rep wasn't fully honest with us and I wanted my money back. If he worked with me I would have still gone through their company. He said that if I left the car he would have it towed at my expense. I said that he would need to deal with it and I would contact a lawyer and tossed the keys onto his desk. He then said don't throw ""sh**"" at me. I said ""I threw the keys on your desk"" He said You  almost knocked the picture of  my brother off"" I said ""It did not touch you nor the picture, so let's try and work together like adults, where he said ""You started it."" Needless to say I asked for a manager and he started to act with slightly more professionalism. 8 hours later I ended up with a car we didn't want and a payment higher than we wanted. The new car only came with one key, but they promised a 2nd and a manual, which never came. They were full of lies and broken promises. I will never buy a car from Kenn Garff again. Their billboards do not represent their actual way of business. If they would have been respectful and honest they would have had a lifelong customer. Their loss.",TRUE,48,19,1,a year ago,0,a year ago,"Jacob, weâre very sorry you had a frustrating experience, but we have no record of this vehicle in our recordsâwe believe you may have been at a different dealership. If you have any questions, please let us know. Thank you!"
Mike Farnsworth,"Such an amazing, very low pressure experience! Numbers were clear and simple and upfront. None of that going back and forth to the manager to ""let me see if I can do that ok"" haha. The managers were super great and involved too. Especially a Mike Zenger, geez what an incredible guy that just really wants to ensure your buying experience is easy and one of a kind!! If you don't go to Ken Garff Honda in Orem for your next car, you're just plumb crazy!!",FALSE,1,0,5,a year ago,0,a year ago,"Thanks so much for your review, Mike! We are so glad to hear that you did not feel pressured while you were here and that Mike was so awesome to work with. Congrats on your new car!!"
Paul Overly,JB in service is a pro.  The heart of any car dealership nowadays is service.,FALSE,1,0,5,a year ago,0,a year ago,"Thanks for your review, Paul! We're so glad that JB took great care of you and your vehicle--come back and see us any time!"
Kurt Runburg,"We bought a 2007 CRV in March.  We had a small issue with it and JJ, the General Manager, jumped in to make sure we were completely satisfied.  I appreciate great service, and would definitely buy another vehicle from Garff Orem Honda.",FALSE,2,0,5,a year ago,0,a year ago,"Thank you for choosing Ken Garff Honda of Orem, Kurt! It was a pleasure working with you, and we sincerely appreciate your business. If there is anything else we can do to assist you, please don't hesitate to let us know. "
Wyatt Penrod,"Have bought two vehicles here and had tons of work done, always a positive and fair experience.  I will be back to buy another Pilot some day!",FALSE,11,0,5,a year ago,0,a year ago,"Thank you for the review, Wyatt! We always appreciate your business!"
Liahona Bons,"All of the people were very kind and helpful in accommodating what we needed and helping us find what we were looking for. The service was phenomenal, the detail of preparing the car for me one I purchased it was great, and overall it was a wonderful experience.",FALSE,1,0,5,2 years ago,0,NA,NA
Gideon Chytraus,Awesome and easy transition,FALSE,2,0,5,7 months ago,0,7 months ago, Gideon we are so glad you enjoyed working with us. Thank you for taking the time to let us know! 
Scott Sewell,Awesome people to work with when buying a vehicle. They were helpful and quick and made the buying process smooth and stress free!,FALSE,1,0,5,a year ago,0,NA,NA
Michael Snelson,Bought a new 2017 Civic LX Hatchback. No pressure from the sales staff. Friendly and helpful. ,TRUE,25,40,5,a year ago,0,a year ago,"Thanks for stopping by, Michael! Congrats on the new Civic! Please let us know if you need anything else."
Jon Ashton,"The lot was a little small, but they are in the process of fixing that by moving to a new location. They were very courteous and cognizant of my time. Rather painless, as far as car buying goes.",FALSE,2,0,4,2 years ago,0,NA,NA
